ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
57367,Velik Nikolov Kapsazov,M,25,167,67,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,NA
57367,Velik Nikolov Kapsazov,M,25,167,67,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,NA
57367,Velik Nikolov Kapsazov,M,25,167,67,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,NA
57367,Velik Nikolov Kapsazov,M,25,167,67,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,Bronze
57367,Velik Nikolov Kapsazov,M,25,167,67,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,NA
57367,Velik Nikolov Kapsazov,M,29,167,67,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,NA
57368,Eduardo Guillermo Kapstein Suckel,M,22,NA,NA,Chile,CHI,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,NA
57368,Eduardo Guillermo Kapstein Suckel,M,34,NA,NA,Chile,CHI,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,NA
