ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
124517,William Van Dijck,M,23,185,65,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
124517,William Van Dijck,M,27,185,65,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
124517,William Van Dijck,M,31,185,65,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
124518,"Daniel ""Daan"" van Dijk",M,21,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
124519,"Everdina ""Edith"" van Dijk",F,35,176,66,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 10 kilometres Open Water,NA
124520,"Eleonora Maria ""Ellen"" van Dijk",F,25,182,71,Netherlands,NED,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",NA
124520,"Eleonora Maria ""Ellen"" van Dijk",F,25,182,71,Netherlands,NED,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,NA
124520,"Eleonora Maria ""Ellen"" van Dijk",F,25,182,71,Netherlands,NED,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,NA
124520,"Eleonora Maria ""Ellen"" van Dijk",F,29,182,71,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",NA
124520,"Eleonora Maria ""Ellen"" van Dijk",F,29,182,71,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,NA
124521,Hilbert Van Dijk,M,38,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Team",NA
124522,"Jacob ""Jappie"" van Dijk",M,27,175,66,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,Speed Skating Men's 500 metres,NA
124523,Jeroen Michiel Laurens van Dijk,M,24,193,85,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Singles,NA
124524,Joeri van Dijk (-Passchier),M,21,183,70,Netherlands,NED,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Windsurfer,NA
124525,Johannes Wilhelmus Maria van Dijk,M,31,NA,NA,Minerva Amsterdam,NED,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
124526,Kay van Dijk,M,20,213,104,Netherlands,NED,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,NA
124527,"Cornelis ""Nelis"" van Dijk",M,16,NA,NA,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Flyweight,NA
124528,"Adriana Francisca Johanna Maria ""Sjan"" van Dijk (-Huybrehts)",F,28,170,64,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,NA
124528,"Adriana Francisca Johanna Maria ""Sjan"" van Dijk (-Huybrehts)",F,28,170,64,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,NA
124529,Leendert Frans van Dis,M,24,194,85,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Double Sculls,Silver
124530,Maarten Menno Ulrich van Dis,M,24,188,80,Netherlands,NED,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,NA
124531,Pieta Roberta van Dishoeck,F,28,178,75,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Double Sculls,Silver
124531,Pieta Roberta van Dishoeck,F,28,178,75,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
124532,Federico van Ditmar,M,18,182,72,Argentina,ARG,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Super G,NA
124532,Federico van Ditmar,M,18,182,72,Argentina,ARG,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
124532,Federico van Ditmar,M,22,182,72,Argentina,ARG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G,NA
124532,Federico van Ditmar,M,22,182,72,Argentina,ARG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
124532,Federico van Ditmar,M,22,182,72,Argentina,ARG,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,NA
124532,Federico van Ditmar,M,24,182,72,Argentina,ARG,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,NA
124532,Federico van Ditmar,M,24,182,72,Argentina,ARG,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
124532,Federico van Ditmar,M,24,182,72,Argentina,ARG,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Slalom,NA
124533,Nicolas B. van Ditmar,M,18,190,72,Argentina,ARG,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Downhill,NA
124533,Nicolas B. van Ditmar,M,18,190,72,Argentina,ARG,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
124533,Nicolas B. van Ditmar,M,18,190,72,Argentina,ARG,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
124534,"Gustaaf Lodewijk Gerhard ""Guus"" van Ditzhuyzen",M,19,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,NA
124535,"Johan ""Joop"" van Domselaar",M,36,183,92,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
124535,"Johan ""Joop"" van Domselaar",M,36,183,92,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
124536,"Cornelis Theodorus Maria ""Kees"" Van Dongen",M,55,NA,NA,France,FRA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",NA
124536,"Cornelis Theodorus Maria ""Kees"" Van Dongen",M,55,NA,NA,France,FRA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",NA
124537,Bas van Dooren,M,27,172,59,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",NA
124538,Kamiel Frans Maria Van Dooren,M,15,NA,NA,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,NA
124539,Annita van Doorn,F,26,169,58,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,NA
124539,Annita van Doorn,F,26,169,58,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",NA
124539,Annita van Doorn,F,26,169,58,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",NA
124540,Marieke Birgitta van Doorn,F,24,165,57,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Gold
124540,Marieke Birgitta van Doorn,F,28,165,57,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Bronze
124541,"Pieter ""Peter"" van Doorn",M,26,183,85,Netherlands,NED,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's Sprint,NA
124541,"Pieter ""Peter"" van Doorn",M,26,183,85,Netherlands,NED,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's 1,000 metres Time Trial",NA
124541,"Pieter ""Peter"" van Doorn",M,26,183,85,Netherlands,NED,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",NA
124542,"Johanna Wilhelmina Theresia ""Anny"" van Doorne",F,42,NA,NA,Netherlands,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
124542,"Johanna Wilhelmina Theresia ""Anny"" van Doorne",F,42,NA,NA,Netherlands,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",NA
124543,Jersey Robin Jan van Doornspeek,M,23,180,76,Netherlands,NED,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,NA
124544,Charles Van Doorselaer,M,NA,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
