ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
79588,Rodolfo Mijares Garza,M,22,180,75,Mexico,MEX,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,NA
79589,Zlatica Mijatovi,F,26,NA,NA,Yugoslavia,YUG,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,NA
79590,Pieter Mijer,M,47,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",NA
79591,Vasa Miji,M,27,186,80,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
79591,Vasa Miji,M,31,186,80,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,NA
79592,"Johan Christiaan ""Chris"" Mijnarends",M,25,178,74,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,NA
79593,Poul Mik-Meyer,M,25,180,70,Denmark,DEN,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Two Person Keelboat,NA
79594,Mateusz Mika,M,25,207,85,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,NA
79595,Artour Mikaelian,M,30,169,54,Greece,GRE,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,NA
79596,John Fredrik Mikaelsson,M,34,183,73,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 10 kilometres Walk,Gold
79596,John Fredrik Mikaelsson,M,38,183,73,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 10 kilometres Walk,Gold
79597,Sven Gran Mikaelsson,M,28,170,67,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
79597,Sven Gran Mikaelsson,M,28,170,67,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
79598,Antonn Mikala,M,NA,NA,NA,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Individual",NA
79598,Antonn Mikala,M,NA,NA,NA,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Team",NA
79598,Antonn Mikala,M,NA,NA,NA,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Team",NA
79599,Reiichi Mikata,M,25,171,56,Japan,JPN,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Team,Gold
79599,Reiichi Mikata,M,25,171,56,Japan,JPN,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Individual,NA
79600,Kikuko Mikawa,F,28,168,58,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,NA
79601,Alla Mikayelyan,F,28,NA,NA,Armenia,ARM,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,NA
79602,Edvard Mikayelyan,M,22,165,59,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,NA
79602,Edvard Mikayelyan,M,22,165,59,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,Silver
79602,Edvard Mikayelyan,M,22,165,59,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,NA
