ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
23434,Nagnouma Coulibaly,F,19,192,NA,Mali,MLI,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,NA
23435,Raymond Coulibaly,M,30,180,74,Mali,MLI,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,NA
23436,Joanna Helen Coull,F,15,170,59,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
23436,Joanna Helen Coull,F,15,170,59,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,NA
23437,Robert Andrew Coull,M,22,184,73,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
23438,Franois Coulombe-Fortier,M,27,191,92,Canada,CAN,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Heavyweight,NA
23439,Eugne Coulon,M,NA,NA,NA,Pupilles de Neptune de Lille #2-1,FRA,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Bronze
23440,Eugne Coulon,M,20,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,NA
23441,Michel Coulon,M,21,174,69,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
23442,Raymond Coulon,M,37,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",NA
23443,T. John D'Arcy Coulson,M,31,182,83,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Luge,Luge Men's Singles,NA
23444,Dudley Henry Barton Coulson,M,27,NA,NA,Kenya,KEN,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,NA
23445,Allan Spencer Coulter,M,24,192,86,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,NA
23445,Allan Spencer Coulter,M,32,192,86,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,NA
23446,"Charles Frank ""Chan"" Coulter",M,22,183,74,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
23447,"Raymond Orville ""Ray"" Coulter",M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold
23447,"Raymond Orville ""Ray"" Coulter",M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Single Shot",NA
23447,"Raymond Orville ""Ray"" Coulter",M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Single Shot, Team",Bronze
23447,"Raymond Orville ""Ray"" Coulter",M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot",NA
23447,"Raymond Orville ""Ray"" Coulter",M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot, Team",NA
23448,"Thomas Henry ""Tom"" Coulter",M,21,188,NA,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,NA
23449,"William Sanderson ""Bill"" Coulthard",M,28,NA,NA,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,NA
