ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
12005,Andrea Melissa Blackett,F,24,167,59,Barbados,BAR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,NA
12005,Andrea Melissa Blackett,F,28,167,59,Barbados,BAR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres Hurdles,NA
12006,"Frederick Joseph ""Fred"" Blackett",M,24,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
12007,Heath Denyer Murray Blackgrove,M,23,178,65,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",NA
12007,Heath Denyer Murray Blackgrove,M,23,178,65,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Individual Time Trial,NA
12008,"Dorothy Moira ""Dot"" Blackie",F,25,180,75,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,NA
12008,"Dorothy Moira ""Dot"" Blackie",F,29,180,75,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,NA
12008,"Dorothy Moira ""Dot"" Blackie",F,33,180,75,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,NA
12009,Carlon Blackman,F,19,162,59,Barbados,BAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,NA
12010,Carol Ann Blackman,F,40,163,56,Bermuda,BER,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
12011,Cheryl Blackman,F,27,168,52,Barbados,BAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,NA
12012,Craig Blackman,M,21,170,61,Canada,CAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,NA
12013,Robyn Elaine Blackman (-Hocking),F,25,150,54,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,NA
12014,Roland Blackman,M,23,172,63,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,NA
12015,Sylvanus Timotheus Blackman,M,27,172,81,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Light-Heavyweight,NA
12015,Sylvanus Timotheus Blackman,M,31,172,81,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,NA
12015,Sylvanus Timotheus Blackman,M,35,172,81,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Middle-Heavyweight,NA
12016,"Penelope ""Penny"" Blackmore",F,20,166,49,Australia,AUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,NA
12017,"Ronald Leslie ""Ron"" Blackney",M,23,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
12018,Pierre Blacks,M,27,182,75,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Archery,Archery Men's Individual,NA
12019,"Henry Thomas ""Harry"" Blackstaffe",M,39,NA,68,Great Britain,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Single Sculls,Gold
12020,Emma Stina Blackstenius,F,20,173,69,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
12021,Andrea Jill Blackwell,F,21,186,76,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,NA
12021,Andrea Jill Blackwell,F,33,186,76,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,NA
12022,Carol Blackwood,F,18,161,59,Great Britain,GBR,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Downhill,NA
12022,Carol Blackwood,F,18,161,59,Great Britain,GBR,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
12022,Carol Blackwood,F,18,161,59,Great Britain,GBR,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Slalom,NA
12023,Michael Blackwood,M,21,190,79,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
12023,Michael Blackwood,M,25,190,79,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,NA
12023,Michael Blackwood,M,25,190,79,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,NA
12023,Michael Blackwood,M,29,190,79,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,NA
12023,Michael Blackwood,M,29,190,79,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,NA
12024,Jaime Bladas Santasusagna,M,28,168,70,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Shooting,Shooting Men's Trap,NA
12024,Jaime Bladas Santasusagna,M,32,168,70,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Shooting,Shooting Mixed Trap,NA
12025,Jos Bladas Torras,M,31,185,92,Spain,ESP,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Trap,NA
12025,Jos Bladas Torras,M,35,185,92,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Trap,NA
12026,Mauritius Amandus Ghislenus Maurice Van Bladel,M,34,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Art Competitions,Art Competitions Mixed Literature,Bronze
12027,Percibal Eduardo Blades Brooks,M,25,188,82,Panama,PAN,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,NA
12028,Johan Axel Gsta Bladin,M,25,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,NA
12028,Johan Axel Gsta Bladin,M,25,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,NA
12029,Bror Erik Alvar Bladstrm,M,18,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Gold
12030,Roland Blaesi,M,23,NA,NA,Switzerland,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
12031,Christopher John Blagden,M,20,NA,NA,Great Britain,GBR,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,NA
12032,Mrgrit Blgescu,M,30,NA,NA,Romania-1,ROU,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,NA
12032,Mrgrit Blgescu,M,30,NA,NA,Romania-1,ROU,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,NA
12033,Alicia Jane Blagg,F,15,167,60,Great Britain,GBR,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,NA
12033,Alicia Jane Blagg,F,19,167,60,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,NA
12034,Paul Blagg,M,28,181,72,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,NA
12034,Paul Blagg,M,32,181,72,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,NA
12035,Vakht'ang Blagidze,M,25,160,52,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
12036,Blagoy Blagoev,M,19,168,82,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Light-Heavyweight,NA
12036,Blagoy Blagoev,M,23,168,82,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
12037,Maya Blagoeva (-Mitova) ,F,16,151,42,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,NA
12037,Maya Blagoeva (-Mitova) ,F,16,151,42,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,NA
12037,Maya Blagoeva (-Mitova) ,F,16,151,42,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,NA
12037,Maya Blagoeva (-Mitova) ,F,16,151,42,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,NA
12037,Maya Blagoeva (-Mitova) ,F,16,151,42,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,NA
