ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
68370,Helmut Lehmann,M,25,178,77,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
68371,Jens Lehmann,M,24,188,82,Germany,GER,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver
68371,Jens Lehmann,M,24,188,82,Germany,GER,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
68371,Jens Lehmann,M,32,188,82,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver
68371,Jens Lehmann,M,32,188,82,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
68372,Karl-Heinz Lehmann,M,23,169,71,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Lightweight,Bronze
68373,Kathrin Lehmann,F,25,172,70,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
68373,Kathrin Lehmann,F,29,172,70,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,NA
68374,"Charlotte Emma ""Lotte"" Lehmann (-Sprssig)",F,21,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 100 metres Freestyle,NA
68374,"Charlotte Emma ""Lotte"" Lehmann (-Sprssig)",F,21,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 400 metres Freestyle,NA
68374,"Charlotte Emma ""Lotte"" Lehmann (-Sprssig)",F,21,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
68375,Lynda Caroline Lehmann,F,33,166,72,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",NA
68375,Lynda Caroline Lehmann,F,37,166,72,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,NA
68376,Markus Lehmann,M,24,155,56,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,NA
68377,Peter Lehmann,M,26,173,78,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
68378,Robert Lehmann,M,22,181,80,Germany,GER,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",NA
68378,Robert Lehmann,M,22,181,80,Germany,GER,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),NA
68378,Robert Lehmann,M,26,181,80,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 5,000 metres",NA
68378,Robert Lehmann,M,30,181,80,Germany,GER,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",NA
68379,Sonja Lehmann (-Dittbrenner),F,24,172,65,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
68380,Tom Lehmann,M,20,198,92,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,NA
68381,Ulf Lehmann,M,30,178,80,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
68382,Ulrich Lehmann,M,32,184,75,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
68382,Ulrich Lehmann,M,32,184,75,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
68383,Ulrike Lehmann,F,19,170,69,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",NA
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Silver
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,NA
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,NA
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,NA
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Rings,NA
68384,Walter Lehmann,M,29,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,NA
68385,Werner Lehmann,M,20,NA,NA,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 400 metres Freestyle,NA
68386,Heikki Heikinpoika Lehmusto (Lindholm-),M,23,NA,NA,Finland,FIN,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze
68387,"Hjalmar Vilhelm ""Ville"" Lehmusvirta",M,22,NA,NA,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",NA
68388,Unni Lehn,F,23,163,59,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
68389,Henri Lehnen,M,25,NA,81,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Light-Heavyweight,NA
68390,Ernst Lehner,M,23,176,72,Germany,GER,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,NA
68391,Otto Lehner,M,25,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",NA
68391,Otto Lehner,M,25,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",NA
68392,Jrgen Lehnert,M,21,179,82,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
68393,Rajmund Lehnert,M,23,183,75,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
68394,Klaus Lehnertz,M,26,183,75,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,Bronze
68394,Klaus Lehnertz,M,30,183,75,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,NA
68395,Jrg Lehnigk,M,28,181,70,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,NA
68396,Eva Lehock-Gleskov,F,21,165,59,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,NA
68396,Eva Lehock-Gleskov,F,21,165,59,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 200 metres,NA
68396,Eva Lehock-Gleskov,F,25,165,59,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 100 metres,NA
68396,Eva Lehock-Gleskov,F,25,165,59,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,NA
68396,Eva Lehock-Gleskov,F,29,165,59,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,NA
68397,Alain-Franois Lehoerff,M,23,189,89,Pigoule,FRA,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
68398,Frdrique Lhon,F,15,158,38,France,FRA,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,NA
68399,Nataliya Serhivna Lehonkova,F,33,161,48,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
68400,Julien Lehouck,M,23,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,NA
68400,Julien Lehouck,M,23,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,NA
68400,Julien Lehouck,M,23,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,NA
68401,Heidi Anne Lehrer,F,30,NA,NA,Antigua and Barbuda,ANT,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",NA
68402,Jacob D. Lehrer,M,32,NA,NA,Antigua and Barbuda,ANT,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",NA
68403,Pieter Sand Lehrer,M,31,NA,NA,Antigua and Barbuda,ANT,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",NA
68404,Kurt Lehrfeld,M,NA,NA,NA,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,NA
68405,Ole Julius Hansen Lehrmann,M,50,NA,NA,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
68406,Jorma Kalevi Lehtel,M,25,194,70,Finland,FIN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Double Sculls,NA
68407,Veli Veikko Valtteri Lehtel,M,21,183,75,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,NA
68407,Veli Veikko Valtteri Lehtel,M,21,183,75,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,Bronze
68407,Veli Veikko Valtteri Lehtel,M,24,183,75,Finland,FIN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Pairs,Bronze
68407,Veli Veikko Valtteri Lehtel,M,29,183,75,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Pairs,NA
68408,Jori Jonatan Lehter,M,26,187,97,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68409,Tero Juhani Lehter,M,21,183,85,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68410,Martti Alvari Lehtev,M,29,173,64,Finland,FIN,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,NA
68411,Yrj Ilmari Lehtil,M,31,185,100,Finland,FIN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Shot Put,NA
68412,Marika Johanna Lehtimki,F,23,164,65,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
68413,Arja Vellamo Lehtinen (-Paatsalo),F,16,179,62,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,NA
68413,Arja Vellamo Lehtinen (-Paatsalo),F,16,179,62,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,NA
68413,Arja Vellamo Lehtinen (-Paatsalo),F,16,179,62,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,NA
68413,Arja Vellamo Lehtinen (-Paatsalo),F,16,179,62,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,NA
68413,Arja Vellamo Lehtinen (-Paatsalo),F,16,179,62,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,NA
68413,Arja Vellamo Lehtinen (-Paatsalo),F,16,179,62,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,NA
68413,Arja Vellamo Lehtinen (-Paatsalo),F,16,179,62,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,NA
68414,Jani Petri Lehtinen,M,22,177,65,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,NA
68414,Jani Petri Lehtinen,M,30,177,65,Finland,FIN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,NA
68415,Jere Kalervo Lehtinen,M,20,183,88.5,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68415,Jere Kalervo Lehtinen,M,24,183,88.5,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68415,Jere Kalervo Lehtinen,M,28,183,88.5,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
68415,Jere Kalervo Lehtinen,M,32,183,88.5,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
68415,Jere Kalervo Lehtinen,M,36,183,88.5,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68416,Lauri Aleksanteri Lehtinen,M,23,174,64,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",Gold
68416,Lauri Aleksanteri Lehtinen,M,27,174,64,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 5,000 metres",Silver
68417,Lauri Lehtinen,M,25,180,74,Finland,FIN,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,NA
68418,"Olavi Harald ""Olli"" Lehtinen",M,33,NA,NA,Finland,FIN,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,NA
68419,Jyri Petteri Lehtinen,M,18,175,74,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
68419,Jyri Petteri Lehtinen,M,18,175,74,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,NA
68419,Jyri Petteri Lehtinen,M,18,175,74,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,NA
68419,Jyri Petteri Lehtinen,M,18,175,74,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Individual Medley,NA
68419,Jyri Petteri Lehtinen,M,22,175,74,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Individual Medley,NA
68420,Raimo Kalevi Lehtinen,M,25,179,74,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
68421,Silja Lehtinen,F,22,168,63,Finland,FIN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,NA
68421,Silja Lehtinen,F,26,168,63,Finland,FIN,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Bronze
68422,Rauno Harry Juhani Lehti,M,21,185,92,Finland,FIN,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
68423,Kadri Lehtla,F,24,156,51,Estonia,EST,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
68423,Kadri Lehtla,F,24,156,51,Estonia,EST,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,NA
68423,Kadri Lehtla,F,24,156,51,Estonia,EST,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,NA
68423,Kadri Lehtla,F,28,156,51,Estonia,EST,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
68423,Kadri Lehtla,F,28,156,51,Estonia,EST,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,NA
68423,Kadri Lehtla,F,28,156,51,Estonia,EST,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,NA
68423,Kadri Lehtla,F,28,156,51,Estonia,EST,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,NA
68424,Katja Maarit Lehto,F,25,160,58,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
68425,Markus Matti Juhani Lehto,M,21,174,83,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
68426,Mika Samuel Lehto,M,24,170,65,Finland,FIN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Featherweight, Freestyle",NA
68427,Mika Jukka Petteri Lehto,M,22,183,86.5,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
68428,Tapio Lehto,M,25,187,78,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Triple Jump,NA
68429,Minna Helena Lehtola (Kriinen-),F,29,167,64.5,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Individual",NA
68430,Aatos Ensio Lehtonen,M,22,NA,NA,Finland,FIN,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,NA
68431,Eero Reino Lehtonen,M,22,184,78,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,NA
68431,Eero Reino Lehtonen,M,22,184,78,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Pentathlon,Gold
68431,Eero Reino Lehtonen,M,22,184,78,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Decathlon,NA
68431,Eero Reino Lehtonen,M,26,184,78,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,NA
68431,Eero Reino Lehtonen,M,26,184,78,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Pentathlon,Gold
68432,Eira Marita Lehtonen (-Lydiard),F,21,159,53,Finland,FIN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,NA
68432,Eira Marita Lehtonen (-Lydiard),F,21,159,53,Finland,FIN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,NA
68432,Eira Marita Lehtonen (-Lydiard),F,21,159,53,Finland,FIN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,NA
68432,Eira Marita Lehtonen (-Lydiard),F,21,159,53,Finland,FIN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,NA
68432,Eira Marita Lehtonen (-Lydiard),F,21,159,53,Finland,FIN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,NA
68432,Eira Marita Lehtonen (-Lydiard),F,21,159,53,Finland,FIN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,NA
68432,Eira Marita Lehtonen (-Lydiard),F,25,159,53,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,NA
68432,Eira Marita Lehtonen (-Lydiard),F,25,159,53,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,NA
68432,Eira Marita Lehtonen (-Lydiard),F,25,159,53,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,NA
68432,Eira Marita Lehtonen (-Lydiard),F,25,159,53,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,NA
68432,Eira Marita Lehtonen (-Lydiard),F,25,159,53,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,NA
68433,Erkki Tapani Lehtonen,M,31,178,80,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
68434,Eva Lehtonen,F,17,168,60,Finland,FIN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,NA
68434,Eva Lehtonen,F,17,168,60,Finland,FIN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,NA
68435,Jani Valdemar Lehtonen,M,23,179,75,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,NA
68436,Jyrki Ensio Lehtonen,M,31,176,85,Finland,FIN,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",NA
68437,Kari Lehtonen,M,30,193,91,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
68438,Kysti Eemil Lehtonen,M,25,166,70.5,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
68438,Kysti Eemil Lehtonen,M,29,166,70.5,Finland,FIN,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",NA
68438,Kysti Eemil Lehtonen,M,33,166,70.5,Finland,FIN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",NA
68439,Lari Lehtonen,M,22,176,72,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
